customerid,systemloanid,loanamount,totaldue,termdays,good_bad_flag,loan_to_due_ratio,interest_amount,implied_interest_rate,loan_size_category,term_category,latitude_gps,longitude_gps,emp_Contract,emp_Permanent,emp_Self-Employed,emp_Temporary,edu_HND/BSc,edu_Masters,edu_PhD,edu_Secondary,bank_encoded,location_encoded,hist_num_loans,hist_num_closed,hist_num_open,hist_avg_loan_amount,hist_max_loan_amount,hist_min_loan_amount,hist_total_borrowed,hist_avg_total_due,hist_ontime_rate,hist_late_rate,hist_never_paid_rate,hist_avg_days_late,hist_closure_rate,days_since_last_loan,hist_avg_term_days,hist_max_term_days,has_open_loans,hist_interest_burden,target
CUST_000033,LOAN_00000033,53603,62411,180,Good,0.8588710323500665,8808,0.16431916124097534,1,1,11.51719654142979,13.060053847120622,False,False,True,False,False,True,False,False,7,9,1.0,1.0,0.0,170137.0,170137.0,170137.0,170137.0,207603.0,1.0,0.0,0.0,0.0,1.0,533.0,60.0,60.0,0.0,0.22021077131958355,0
CUST_000034,LOAN_00000034,69545,93664,180,Bad,0.7424944482405194,24119,0.3468114170680854,1,1,7.288301573955875,9.666107740745796,False,True,False,False,False,False,False,True,0,0,1.0,1.0,0.0,25337.0,25337.0,25337.0,25337.0,33958.0,0.0,1.0,0.0,5.0,1.0,528.0,30.0,30.0,0.0,0.3402533843785769,1
CUST_000035,LOAN_00000035,43944,54887,180,Good,0.8006267422158252,10943,0.2490214818860368,0,1,11.574539137820338,11.279628145700698,False,False,False,True,False,True,False,False,4,5,2.0,2.0,0.0,25702.0,37572.0,13832.0,51404.0,30845.5,0.5,0.5,0.0,1.0,1.0,533.0,120.0,180.0,0.0,0.2001206131818536,0
CUST_000036,LOAN_00000036,225762,289618,60,Good,0.779516466517965,63856,0.28284653750409716,2,0,8.991584420900304,14.656822183303754,False,False,True,False,True,False,False,False,5,2,0.0,0.0,0.0,45305.8,74375.0,17911.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,533.0,90.0,180.0,0.0,0.0,0
CUST_000037,LOAN_00000037,11641,13573,60,Good,0.8576585869004641,1932,0.16596512327119672,0,0,12.11468106537724,4.004171858972368,True,False,False,False,False,False,False,True,7,8,3.0,3.0,0.0,85691.66666666667,155463.0,14649.0,257075.0,112333.33333333333,0.3333333333333333,0.6666666666666666,0.0,1.0,1.0,533.0,70.0,90.0,0.0,0.3109014878926384,0
CUST_000038,LOAN_00000038,183405,243145,365,Bad,0.7543029879290135,59740,0.32572721572476215,1,2,12.33573687773164,13.81468827573347,False,True,False,False,False,False,False,True,3,5,1.0,1.0,0.0,49181.0,49181.0,49181.0,49181.0,58088.0,0.0,1.0,0.0,5.0,1.0,528.0,60.0,60.0,0.0,0.18110652487749324,1
CUST_000039,LOAN_00000039,34779,41906,90,Good,0.829928888464659,7127,0.20492251071048617,0,1,4.081883631526984,4.513232351848911,False,True,False,False,False,False,True,False,3,6,1.0,1.0,0.0,12961.0,12961.0,12961.0,12961.0,17214.0,1.0,0.0,0.0,0.0,1.0,533.0,180.0,180.0,0.0,0.3281382609366561,0
CUST_000040,LOAN_00000040,203452,273545,30,Good,0.7437606243945237,70093,0.34451860881190655,2,0,4.678709583935095,7.715505679640187,True,False,False,False,False,False,False,True,2,6,5.0,5.0,0.0,65942.8,167063.0,7740.0,329714.0,85016.2,1.0,0.0,0.0,0.0,1.0,533.0,120.0,180.0,0.0,0.28924158513135634,0
CUST_000041,LOAN_00000041,159049,212187,60,Good,0.7495699548040172,53138,0.3340982967513155,1,0,6.253228566137699,13.217264355973372,False,False,True,False,False,True,False,False,2,9,5.0,5.0,0.0,56435.6,91578.0,15565.0,282178.0,75531.6,0.8,0.2,0.0,1.0,1.0,533.0,126.0,180.0,0.0,0.3383679804945814,0
CUST_000042,LOAN_00000042,134859,161266,180,Good,0.8362519067875436,26407,0.1958119220815815,1,1,10.023838747271515,13.87505084085442,True,False,False,False,True,False,False,False,1,8,0.0,0.0,0.0,45305.8,74375.0,17911.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,533.0,90.0,180.0,0.0,0.0,0
CUST_000043,LOAN_00000043,116134,138948,30,Good,0.8358090796556985,22814,0.19644548538756945,1,0,11.994449768603555,9.076460082541743,False,True,False,False,False,False,False,True,0,7,1.0,1.0,0.0,42232.0,42232.0,42232.0,42232.0,51428.0,1.0,0.0,0.0,0.0,1.0,533.0,60.0,60.0,0.0,0.21774957378291337,0
CUST_000044,LOAN_00000044,366969,481131,90,Good,0.7627215872600186,114162,0.3110943976194174,2,1,8.139477561645664,10.129255659305102,True,False,False,False,True,False,False,False,6,1,3.0,3.0,0.0,100037.0,191472.0,44941.0,300111.0,128496.33333333333,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,533.0,50.0,90.0,0.0,0.2844880727464172,0
CUST_000045,LOAN_00000045,37198,43617,180,Good,0.8528326111378591,6419,0.1725630410237109,0,1,9.46275804646839,11.497768015182686,False,False,True,False,False,True,False,False,7,4,6.0,6.0,0.0,32529.833333333332,92943.0,10667.0,195179.0,42416.333333333336,1.0,0.0,0.0,0.0,1.0,533.0,80.0,180.0,0.0,0.30392101609291977,0
CUST_000046,LOAN_00000046,37608,49423,30,Good,0.7609412621653886,11815,0.3141618804509678,0,0,5.696498675160051,12.99310402143257,False,True,False,False,False,True,False,False,7,8,5.0,5.0,0.0,29914.8,75676.0,7491.0,149574.0,39415.2,0.8,0.2,0.0,1.0,1.0,533.0,108.0,180.0,0.0,0.3175819326888363,0
CUST_000047,LOAN_00000047,35428,41807,180,Good,0.8474178965245055,6379,0.18005532347295916,0,1,11.244701504935168,4.458134034451994,True,False,False,False,True,False,False,False,6,4,2.0,2.0,0.0,112809.0,144072.0,81546.0,225618.0,150921.0,1.0,0.0,0.0,0.0,1.0,533.0,90.0,90.0,0.0,0.3378453846767546,0
CUST_000048,LOAN_00000048,125507,146237,60,Good,0.8582438097061619,20730,0.16517007019528784,1,0,12.705953002181229,12.720831698750732,False,False,True,False,False,True,False,False,1,5,7.0,7.0,0.0,56342.57142857143,155594.0,20868.0,394398.0,70102.14285714286,1.0,0.0,0.0,0.0,1.0,533.0,98.57142857142857,180.0,0.0,0.2442126988473572,0
CUST_000049,LOAN_00000049,21176,27112,365,Good,0.7810563588079079,5936,0.28031734038534184,0,2,6.417390396231378,8.775313806139401,True,False,False,False,False,False,False,True,4,5,8.0,8.0,0.0,57056.875,105374.0,12255.0,456455.0,72704.75,0.625,0.375,0.0,1.0,1.0,533.0,90.0,180.0,0.0,0.2742504737597353,0
CUST_000050,LOAN_00000050,134448,179304,180,Bad,0.7498326863873644,44856,0.3336308461263835,1,1,8.453433564404918,8.407481101298028,False,False,True,False,False,False,True,False,4,4,2.0,2.0,0.0,41910.5,59771.0,24050.0,83821.0,55232.5,0.0,1.0,0.0,9.0,1.0,528.0,30.0,30.0,0.0,0.3178678374154449,1
CUST_000051,LOAN_00000051,47536,56257,60,Good,0.8449792914659509,8721,0.1834609559071021,0,0,4.775044994557364,8.086797023963978,True,False,False,False,False,True,False,False,1,1,0.0,0.0,0.0,45305.8,74375.0,17911.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,533.0,90.0,180.0,0.0,0.0,0
CUST_000052,LOAN_00000052,25484,31223,180,Bad,0.8161931909169522,5739,0.2252001255689844,0,1,9.032229908166716,9.110539022952512,False,False,False,True,False,True,False,False,4,8,5.0,4.0,1.0,27839.4,66855.0,15412.0,139197.0,33314.6,0.4,0.4,0.2,5.0,0.8,528.0,84.0,180.0,1.0,0.19667090526376296,1
CUST_000053,LOAN_00000053,25283,31551,60,Good,0.8013375170359102,6268,0.24791361784598354,0,0,8.525050976620125,14.340606640735242,False,True,False,False,False,True,False,False,2,7,1.0,1.0,0.0,100225.0,100225.0,100225.0,100225.0,126876.0,1.0,0.0,0.0,0.0,1.0,533.0,180.0,180.0,0.0,0.2659116986779746,0
CUST_000054,LOAN_00000054,31652,41019,60,Good,0.7716424096150565,9367,0.2959370655882725,0,0,5.299928357395698,9.57844527350582,True,False,False,False,True,False,False,False,7,9,5.0,5.0,0.0,82317.6,252363.0,11105.0,411588.0,103696.0,0.8,0.2,0.0,1.0,1.0,533.0,114.0,180.0,0.0,0.2597063082499975,0
CUST_000055,LOAN_00000055,18236,21761,60,Good,0.838012958963283,3525,0.19329896907216493,0,0,7.978595918062675,14.438130459157671,False,True,False,False,True,False,False,False,1,0,5.0,5.0,0.0,66893.0,107918.0,25229.0,334465.0,87589.4,0.6,0.4,0.0,3.0,1.0,533.0,102.0,180.0,0.0,0.3093956019314428,0
CUST_000056,LOAN_00000056,90337,104055,60,Good,0.8681658738167315,13718,0.15185361479792325,1,0,7.006941868779069,5.163481567387687,False,True,False,False,True,False,False,False,7,5,1.0,1.0,0.0,65387.0,65387.0,65387.0,65387.0,81193.0,0.0,1.0,0.0,1.0,1.0,533.0,180.0,180.0,0.0,0.24173000749384443,0
CUST_000057,LOAN_00000057,118353,138461,180,Good,0.8547749907916309,20108,0.16989852390729432,1,1,8.696477877746705,11.689631745991598,False,True,False,False,True,False,False,False,6,6,1.0,1.0,0.0,10290.0,10290.0,10290.0,10290.0,13068.0,0.0,1.0,0.0,5.0,1.0,533.0,30.0,30.0,0.0,0.26997084548104966,0
CUST_000058,LOAN_00000058,128918,172622,30,Good,0.746822537104193,43704,0.33900618998122845,1,0,9.270889018859194,12.746874463304966,False,True,False,False,True,False,False,False,3,1,2.0,2.0,0.0,25939.5,44101.0,7778.0,51879.0,31379.0,1.0,0.0,0.0,0.0,1.0,533.0,60.0,90.0,0.0,0.20969949305113822,0
CUST_000059,LOAN_00000059,36272,42174,90,Good,0.860055958647508,5902,0.16271504190560204,0,1,4.076460207464885,11.149545976018343,False,False,False,True,False,False,False,True,2,0,1.0,1.0,0.0,7159.0,7159.0,7159.0,7159.0,9311.0,1.0,0.0,0.0,0.0,1.0,533.0,30.0,30.0,0.0,0.3006006425478418,0
CUST_000060,LOAN_00000060,76599,88300,30,Bad,0.8674858437146092,11701,0.15275656340161103,1,0,10.849053846546,10.283067362718484,False,False,False,True,True,False,False,False,5,7,2.0,2.0,0.0,26154.5,36618.0,15691.0,52309.0,32668.5,1.0,0.0,0.0,0.0,1.0,528.0,135.0,180.0,0.0,0.2490584794203674,1
CUST_000061,LOAN_00000061,60124,76959,30,Good,0.7812471575774114,16835,0.28000465704211286,1,0,10.417128626755668,9.777753373034187,False,True,False,False,False,False,False,True,2,3,3.0,3.0,0.0,97880.0,197012.0,21356.0,293640.0,125430.0,0.6666666666666666,0.3333333333333333,0.0,5.0,1.0,533.0,180.0,180.0,0.0,0.2814671025745812,0
CUST_000062,LOAN_00000062,104112,133304,180,Bad,0.7810118226009722,29192,0.2803903488550792,1,1,7.2965774758587,13.331165790944352,True,False,False,False,False,False,False,True,1,9,2.0,2.0,0.0,17079.0,22664.0,11494.0,34158.0,22692.0,0.0,1.0,0.0,9.0,1.0,528.0,120.0,180.0,0.0,0.3286492183383103,1
CUST_000063,LOAN_00000063,85467,104169,60,Good,0.8204648215879964,18702,0.21882129944891004,1,0,4.476423420119365,12.859759165974,True,False,False,False,True,False,False,False,5,5,8.0,8.0,0.0,83333.625,229897.0,13777.0,666669.0,103749.0,0.75,0.25,0.0,1.0,1.0,533.0,90.0,180.0,0.0,0.24498364255725114,0
CUST_000064,LOAN_00000064,64358,85416,90,Good,0.7534653929006275,21058,0.32720096957643174,1,1,10.794392858065454,4.467464654167195,False,False,True,False,False,True,False,False,3,9,9.0,9.0,0.0,58917.0,130140.0,21310.0,530253.0,75537.11111111111,0.7777777777777778,0.2222222222222222,0.0,3.0,1.0,533.0,106.66666666666667,180.0,0.0,0.28209364209160537,0
CUST_000065,LOAN_00000065,13538,16265,365,Good,0.8323393790347372,2727,0.2014330033978431,0,2,12.596576444303192,13.183051884370538,True,False,False,False,True,False,False,False,1,0,7.0,7.0,0.0,31035.14285714286,84369.0,6548.0,217246.0,40934.0,0.7142857142857143,0.2857142857142857,0.0,1.0,1.0,533.0,85.71428571428571,180.0,0.0,0.3189563904513777,0
CUST_000066,LOAN_00000066,52403,69825,60,Good,0.7504905119942714,17422,0.3324618819533234,1,0,6.161364364198128,7.96882343328531,False,True,False,False,False,True,False,False,0,9,0.0,0.0,0.0,45305.8,74375.0,17911.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,533.0,90.0,180.0,0.0,0.0,0
CUST_000067,LOAN_00000067,65427,85767,90,Bad,0.7628458498023716,20340,0.31088082901554404,1,1,6.911721523633341,6.044361959949729,False,False,True,False,False,False,False,True,7,3,3.0,3.0,0.0,45189.0,102703.0,5000.0,135567.0,60833.333333333336,0.0,1.0,0.0,10.333333333333334,1.0,528.0,70.0,90.0,0.0,0.3461978210036365,1
CUST_000068,LOAN_00000068,34343,40571,90,Good,0.8464913361760864,6228,0.18134699938852172,0,1,5.654316005336335,13.437222816167113,False,False,True,False,True,False,False,False,3,0,2.0,2.0,0.0,32212.5,44170.0,20255.0,64425.0,37981.5,0.5,0.5,0.0,5.0,1.0,533.0,105.0,180.0,0.0,0.17909196740395816,0
CUST_000069,LOAN_00000069,48274,63829,60,Good,0.7563019943912641,15555,0.3222231428926545,0,0,9.192425110103557,8.1842975956049,True,False,False,False,False,False,False,True,7,5,2.0,2.0,0.0,31229.5,44001.0,18458.0,62459.0,41699.5,0.5,0.5,0.0,1.0,1.0,533.0,45.0,60.0,0.0,0.3352599305144175,0
CUST_000070,LOAN_00000070,21175,26991,365,Bad,0.7845207661813197,5816,0.274663518299882,0,2,5.393572551827095,12.7003762821218,False,False,False,True,False,False,False,True,4,8,1.0,1.0,0.0,12746.0,12746.0,12746.0,12746.0,16518.0,0.0,1.0,0.0,13.0,1.0,528.0,90.0,90.0,0.0,0.29593597991526743,1
CUST_000071,LOAN_00000071,46310,61841,60,Good,0.7488559369997251,15531,0.33537033038220687,0,0,7.205745491152415,6.160843343470134,False,False,False,True,True,False,False,False,0,6,5.0,5.0,0.0,44516.8,109095.0,24075.0,222584.0,55493.8,0.8,0.2,0.0,1.0,1.0,533.0,90.0,180.0,0.0,0.24658106602451202,0
CUST_000072,LOAN_00000072,89742,108853,365,Good,0.8244329508603346,19111,0.212954915201355,1,2,10.273117125408366,3.0471518570666136,True,False,False,False,True,False,False,False,0,0,6.0,6.0,0.0,83624.66666666667,161023.0,21942.0,501748.0,107761.83333333333,0.6666666666666666,0.3333333333333333,0.0,5.0,1.0,533.0,85.0,180.0,0.0,0.2886369253091192,0
CUST_000073,LOAN_00000073,318458,429201,60,Good,0.7419786999564306,110743,0.347747583668804,2,0,9.041043847084136,8.945510314835332,True,False,False,False,False,False,False,True,3,2,0.0,0.0,0.0,45305.8,74375.0,17911.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,533.0,90.0,180.0,0.0,0.0,0
CUST_000074,LOAN_00000074,26631,33423,60,Good,0.7967866439278342,6792,0.2550411174946492,0,0,7.478163078951417,4.202739079714611,False,False,False,True,True,False,False,False,0,3,8.0,8.0,0.0,48056.75,111104.0,8176.0,384454.0,62246.25,0.75,0.25,0.0,1.0,1.0,533.0,67.5,180.0,0.0,0.29526549340103103,0
CUST_000075,LOAN_00000075,58736,76044,180,Good,0.772394929251486,17308,0.29467447561972215,1,1,7.782246416267877,12.052511466298917,False,True,False,False,False,True,False,False,5,0,1.0,1.0,0.0,19025.0,19025.0,19025.0,19025.0,26365.0,0.0,1.0,0.0,1.0,1.0,533.0,30.0,30.0,0.0,0.3858081471747701,0
CUST_000076,LOAN_00000076,27745,33943,30,Bad,0.8173997584185252,6198,0.2233916020904667,0,0,9.058997943609064,6.312901632832924,False,True,False,False,False,False,False,True,0,0,2.0,2.0,0.0,74623.5,80041.0,69206.0,149247.0,93496.0,0.0,1.0,0.0,5.0,1.0,528.0,45.0,60.0,0.0,0.252902905921057,1
