customerid,systemloanid,loanamount,totaldue,termdays,good_bad_flag,bank_name_clients,bank_branch_clients,latitude_gps,longitude_gps,employment_status_clients,level_of_education_clients,num_prev_loans,total_borrowed,avg_loan_amount,max_loan_amount,min_loan_amount,avg_total_due,avg_term_days
CUST_000021,LOAN_00000021,60550,81486,60,Good,Stanbic IBTC,Port Harcourt,6.096116547845335,10.53240496320888,Contract,HND/BSc,1.0,39382.0,39382.0,39382.0,39382.0,49364.0,30.0
CUST_000022,LOAN_00000022,52645,67716,180,Good,UBA,Enugu,11.60796978119854,7.50778482591601,Contract,Secondary,5.0,214301.0,42860.2,76761.0,7970.0,52696.6,42.0
CUST_000023,LOAN_00000023,356570,435780,90,Bad,Access Bank,Calabar,10.544465287661248,4.692717593907565,Temporary,Secondary,2.0,22565.0,11282.5,17565.0,5000.0,14564.5,45.0
CUST_000024,LOAN_00000024,43508,57145,365,Good,Union Bank,Calabar,12.826850569499664,11.511886233311609,Self-Employed,Secondary,3.0,188884.0,62961.333333333336,93094.0,30137.0,84221.33333333333,70.0
CUST_000025,LOAN_00000025,62539,82280,30,Good,Zenith Bank,Ibadan,5.401233379803396,13.254782027294883,Permanent,Masters,1.0,20883.0,20883.0,20883.0,20883.0,24366.0,30.0
CUST_000026,LOAN_00000026,121460,148737,60,Good,Stanbic IBTC,Abuja,6.030981247468496,11.230253908817902,Permanent,Secondary,2.0,59703.0,29851.5,37461.0,22242.0,35630.5,120.0
CUST_000027,LOAN_00000027,54919,73572,60,Good,Stanbic IBTC,Benin City,5.906183348933524,3.214541808417817,Self-Employed,,4.0,272369.0,68092.25,77591.0,47977.0,90329.0,112.5
CUST_000028,LOAN_00000028,93384,114964,30,Bad,Access Bank,Jos,11.13285790859203,5.594794732691895,Self-Employed,Secondary,1.0,110490.0,110490.0,110490.0,110490.0,127967.0,60.0
CUST_000029,LOAN_00000029,82119,104479,90,Bad,Union Bank,Port Harcourt,5.682165668051064,3.833759818602383,Contract,Secondary,2.0,89463.0,44731.5,63368.0,26095.0,53003.5,75.0
CUST_000030,LOAN_00000030,116980,149895,90,Bad,Zenith Bank,Jos,4.599938468409755,9.84463319491472,Contract,HND/BSc,5.0,256966.0,51393.2,67473.0,18116.0,68049.8,84.0
CUST_000031,LOAN_00000031,19412,24600,60,Good,UBA,Benin City,12.987047259270655,12.077732146084948,Contract,Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST_000032,LOAN_00000032,114265,139653,60,Good,GTBank,Port Harcourt,4.223354903006342,4.326950244823913,Contract,HND/BSc,6.0,166519.0,27753.166666666668,64862.0,5000.0,35749.833333333336,110.0
CUST_000033,LOAN_00000033,53603,62411,180,Good,Zenith Bank,Port Harcourt,11.51719654142979,13.060053847120622,Self-Employed,Masters,1.0,170137.0,170137.0,170137.0,170137.0,207603.0,60.0
CUST_000034,LOAN_00000034,69545,93664,180,Bad,Access Bank,Abuja,7.288301573955875,9.666107740745796,Permanent,Secondary,1.0,25337.0,25337.0,25337.0,25337.0,33958.0,30.0
CUST_000035,LOAN_00000035,43944,54887,180,Good,Stanbic IBTC,Jos,11.574539137820338,11.279628145700698,Temporary,Masters,2.0,51404.0,25702.0,37572.0,13832.0,30845.5,120.0
CUST_000036,LOAN_00000036,225762,289618,60,Good,UBA,Calabar,8.991584420900304,14.656822183303754,Self-Employed,HND/BSc,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST_000037,LOAN_00000037,11641,13573,60,Good,Zenith Bank,Lagos,12.11468106537724,4.004171858972368,Contract,Secondary,3.0,257075.0,85691.66666666667,155463.0,14649.0,112333.33333333333,70.0
CUST_000038,LOAN_00000038,183405,243145,365,Bad,GTBank,Jos,12.33573687773164,13.81468827573347,Permanent,Secondary,1.0,49181.0,49181.0,49181.0,49181.0,58088.0,60.0
CUST_000039,LOAN_00000039,34779,41906,90,Good,GTBank,Kaduna,4.081883631526984,4.513232351848911,Permanent,PhD,1.0,12961.0,12961.0,12961.0,12961.0,17214.0,180.0
CUST_000040,LOAN_00000040,203452,273545,30,Good,First Bank,Kaduna,4.678709583935095,7.715505679640187,Contract,Secondary,5.0,329714.0,65942.8,167063.0,7740.0,85016.2,120.0
CUST_000041,LOAN_00000041,159049,212187,60,Good,First Bank,Port Harcourt,6.253228566137699,13.217264355973372,Self-Employed,Masters,5.0,282178.0,56435.6,91578.0,15565.0,75531.6,126.0
CUST_000042,LOAN_00000042,134859,161266,180,Good,Fidelity Bank,Lagos,10.023838747271515,13.87505084085442,Contract,HND/BSc,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST_000043,LOAN_00000043,116134,138948,30,Good,Access Bank,Kano,11.994449768603555,9.076460082541743,Permanent,Secondary,1.0,42232.0,42232.0,42232.0,42232.0,51428.0,60.0
CUST_000044,LOAN_00000044,366969,481131,90,Good,Union Bank,Benin City,8.139477561645664,10.129255659305102,Contract,HND/BSc,3.0,300111.0,100037.0,191472.0,44941.0,128496.33333333333,50.0
CUST_000045,LOAN_00000045,37198,43617,180,Good,Zenith Bank,Ibadan,9.46275804646839,11.497768015182686,Self-Employed,Masters,6.0,195179.0,32529.833333333332,92943.0,10667.0,42416.333333333336,80.0
CUST_000046,LOAN_00000046,37608,49423,30,Good,Zenith Bank,Lagos,5.696498675160051,12.99310402143257,Permanent,Masters,5.0,149574.0,29914.8,75676.0,7491.0,39415.2,108.0
CUST_000047,LOAN_00000047,35428,41807,180,Good,Union Bank,Ibadan,11.244701504935168,4.458134034451994,Contract,HND/BSc,2.0,225618.0,112809.0,144072.0,81546.0,150921.0,90.0
CUST_000048,LOAN_00000048,125507,146237,60,Good,Fidelity Bank,Jos,12.705953002181229,12.720831698750732,Self-Employed,Masters,7.0,394398.0,56342.57142857143,155594.0,20868.0,70102.14285714286,98.57142857142857
CUST_000049,LOAN_00000049,21176,27112,365,Good,Stanbic IBTC,Jos,6.417390396231378,8.775313806139401,Contract,Secondary,8.0,456455.0,57056.875,105374.0,12255.0,72704.75,90.0
CUST_000050,LOAN_00000050,134448,179304,180,Bad,Stanbic IBTC,Ibadan,8.453433564404918,8.407481101298028,Self-Employed,PhD,2.0,83821.0,41910.5,59771.0,24050.0,55232.5,30.0
CUST_000051,LOAN_00000051,47536,56257,60,Good,Fidelity Bank,Benin City,4.775044994557364,8.086797023963978,Contract,Masters,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST_000052,LOAN_00000052,25484,31223,180,Bad,Stanbic IBTC,Lagos,9.032229908166716,9.110539022952512,Temporary,Masters,5.0,139197.0,27839.4,66855.0,15412.0,33314.6,84.0
CUST_000053,LOAN_00000053,25283,31551,60,Good,First Bank,Kano,8.525050976620125,14.340606640735242,Permanent,Masters,1.0,100225.0,100225.0,100225.0,100225.0,126876.0,180.0
CUST_000054,LOAN_00000054,31652,41019,60,Good,Zenith Bank,Port Harcourt,5.299928357395698,9.57844527350582,Contract,HND/BSc,5.0,411588.0,82317.6,252363.0,11105.0,103696.0,114.0
CUST_000055,LOAN_00000055,18236,21761,60,Good,Fidelity Bank,Abuja,7.978595918062675,14.438130459157671,Permanent,HND/BSc,5.0,334465.0,66893.0,107918.0,25229.0,87589.4,102.0
CUST_000056,LOAN_00000056,90337,104055,60,Good,Zenith Bank,Jos,7.006941868779069,5.163481567387687,Permanent,HND/BSc,1.0,65387.0,65387.0,65387.0,65387.0,81193.0,180.0
CUST_000057,LOAN_00000057,118353,138461,180,Good,Union Bank,Kaduna,8.696477877746705,11.689631745991598,Permanent,HND/BSc,1.0,10290.0,10290.0,10290.0,10290.0,13068.0,30.0
CUST_000058,LOAN_00000058,128918,172622,30,Good,GTBank,Benin City,9.270889018859194,12.746874463304966,Permanent,HND/BSc,2.0,51879.0,25939.5,44101.0,7778.0,31379.0,60.0
CUST_000059,LOAN_00000059,36272,42174,90,Good,First Bank,Abuja,4.076460207464885,11.149545976018343,Temporary,Secondary,1.0,7159.0,7159.0,7159.0,7159.0,9311.0,30.0
CUST_000060,LOAN_00000060,76599,88300,30,Bad,UBA,Kano,10.849053846546,10.283067362718484,Temporary,HND/BSc,2.0,52309.0,26154.5,36618.0,15691.0,32668.5,135.0
CUST_000061,LOAN_00000061,60124,76959,30,Good,First Bank,Enugu,10.417128626755668,9.777753373034187,Permanent,Secondary,3.0,293640.0,97880.0,197012.0,21356.0,125430.0,180.0
CUST_000062,LOAN_00000062,104112,133304,180,Bad,Fidelity Bank,Port Harcourt,7.2965774758587,13.331165790944352,Contract,Secondary,2.0,34158.0,17079.0,22664.0,11494.0,22692.0,120.0
CUST_000063,LOAN_00000063,85467,104169,60,Good,UBA,Jos,4.476423420119365,12.859759165974,Contract,HND/BSc,8.0,666669.0,83333.625,229897.0,13777.0,103749.0,90.0
CUST_000064,LOAN_00000064,64358,85416,90,Good,GTBank,Port Harcourt,10.794392858065454,4.467464654167195,Self-Employed,Masters,9.0,530253.0,58917.0,130140.0,21310.0,75537.11111111111,106.66666666666667
CUST_000065,LOAN_00000065,13538,16265,365,Good,Fidelity Bank,Abuja,12.596576444303192,13.183051884370538,Contract,HND/BSc,7.0,217246.0,31035.14285714286,84369.0,6548.0,40934.0,85.71428571428571
CUST_000066,LOAN_00000066,52403,69825,60,Good,Access Bank,Port Harcourt,6.161364364198128,7.96882343328531,Permanent,Masters,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST_000067,LOAN_00000067,65427,85767,90,Bad,Zenith Bank,Enugu,6.911721523633341,6.044361959949729,Self-Employed,Secondary,3.0,135567.0,45189.0,102703.0,5000.0,60833.333333333336,70.0
CUST_000068,LOAN_00000068,34343,40571,90,Good,GTBank,Abuja,5.654316005336335,13.437222816167113,Self-Employed,HND/BSc,2.0,64425.0,32212.5,44170.0,20255.0,37981.5,105.0
CUST_000069,LOAN_00000069,48274,63829,60,Good,Zenith Bank,Jos,9.192425110103557,8.1842975956049,Contract,Secondary,2.0,62459.0,31229.5,44001.0,18458.0,41699.5,45.0
CUST_000070,LOAN_00000070,21175,26991,365,Bad,Stanbic IBTC,Lagos,5.393572551827095,12.7003762821218,Temporary,Secondary,1.0,12746.0,12746.0,12746.0,12746.0,16518.0,90.0
CUST_000071,LOAN_00000071,46310,61841,60,Good,Access Bank,Kaduna,7.205745491152415,6.160843343470134,Temporary,HND/BSc,5.0,222584.0,44516.8,109095.0,24075.0,55493.8,90.0
CUST_000072,LOAN_00000072,89742,108853,365,Good,Access Bank,Abuja,10.273117125408366,3.0471518570666136,Contract,HND/BSc,6.0,501748.0,83624.66666666667,161023.0,21942.0,107761.83333333333,85.0
CUST_000073,LOAN_00000073,318458,429201,60,Good,GTBank,Calabar,9.041043847084136,8.945510314835332,Contract,Secondary,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST_000074,LOAN_00000074,26631,33423,60,Good,Access Bank,Enugu,7.478163078951417,4.202739079714611,Temporary,HND/BSc,8.0,384454.0,48056.75,111104.0,8176.0,62246.25,67.5
CUST_000075,LOAN_00000075,58736,76044,180,Good,UBA,Abuja,7.782246416267877,12.052511466298917,Permanent,Masters,1.0,19025.0,19025.0,19025.0,19025.0,26365.0,30.0
CUST_000076,LOAN_00000076,27745,33943,30,Bad,Access Bank,Abuja,9.058997943609064,6.312901632832924,Permanent,Secondary,2.0,149247.0,74623.5,80041.0,69206.0,93496.0,45.0
CUST_000077,LOAN_00000077,55600,71401,180,Good,Zenith Bank,Calabar,4.052782550984452,8.323747759241744,Permanent,Secondary,2.0,66223.0,33111.5,56587.0,9636.0,45381.5,60.0
CUST_000078,LOAN_00000078,50061,64187,90,Bad,Zenith Bank,Jos,4.706588816082489,4.0444027810986505,Self-Employed,HND/BSc,6.0,338500.0,56416.666666666664,102126.0,16169.0,72390.83333333333,95.0
CUST_000079,LOAN_00000079,116577,150198,60,Bad,Fidelity Bank,Abuja,11.931322609867106,6.439910981367031,Self-Employed,Secondary,1.0,9465.0,9465.0,9465.0,9465.0,11888.0,180.0
CUST_000080,LOAN_00000080,130521,172508,30,Bad,Zenith Bank,Kaduna,4.700910901821617,12.377882919102865,Permanent,,1.0,52460.0,52460.0,52460.0,52460.0,62569.0,180.0
CUST_000081,LOAN_00000081,68203,80850,365,Bad,Fidelity Bank,Port Harcourt,10.361232365894546,4.819054942827833,Temporary,HND/BSc,2.0,86874.0,43437.0,65644.0,21230.0,55622.0,105.0
CUST_000082,LOAN_00000082,54633,65539,30,Good,Zenith Bank,Jos,12.280343476981471,10.765914733523488,Self-Employed,HND/BSc,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST_000083,LOAN_00000083,154689,187649,60,Good,UBA,Kaduna,6.43615243871558,14.009110233654011,Self-Employed,HND/BSc,3.0,170856.0,56952.0,132334.0,17540.0,72572.66666666667,120.0
CUST_000084,LOAN_00000084,69136,92831,60,Good,Union Bank,Jos,7.334422933535628,11.158041117092644,Permanent,HND/BSc,1.0,42942.0,42942.0,42942.0,42942.0,51340.0,90.0
CUST_000085,LOAN_00000085,201421,269052,180,Bad,Fidelity Bank,Kaduna,9.120292652602448,12.73226027150672,Contract,Secondary,1.0,182770.0,182770.0,182770.0,182770.0,211827.0,180.0
CUST_000086,LOAN_00000086,16200,20701,90,Good,First Bank,Enugu,11.935380726747262,4.3076595516469895,Self-Employed,PhD,6.0,250438.0,41739.666666666664,131180.0,8806.0,53399.5,60.0
CUST_000087,LOAN_00000087,249091,324752,365,Good,Stanbic IBTC,Kaduna,12.477150285343782,6.008781912024654,Contract,HND/BSc,5.0,227401.0,45480.2,79207.0,15475.0,59080.8,84.0
CUST_000088,LOAN_00000088,36527,45564,60,Good,GTBank,Ibadan,10.656069233001412,13.734466226887092,Self-Employed,Secondary,4.0,131186.0,32796.5,81727.0,6093.0,42538.5,82.5
CUST_000089,LOAN_00000089,25106,32720,90,Good,Zenith Bank,Kaduna,4.779577847692246,11.581267363417073,Self-Employed,HND/BSc,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST_000090,LOAN_00000090,57768,77071,30,Good,Access Bank,Lagos,10.022387399813656,10.674645916527734,Permanent,Secondary,8.0,399501.0,49937.625,155344.0,14420.0,64907.25,101.25
CUST_000091,LOAN_00000091,23600,27845,180,Bad,Union Bank,Lagos,7.6927334968539585,10.9652008334604,Self-Employed,Secondary,2.0,50320.0,25160.0,26835.0,23485.0,34198.0,45.0
CUST_000092,LOAN_00000092,94386,111920,180,Bad,Zenith Bank,Benin City,8.236308995419554,7.970406651655721,Permanent,HND/BSc,7.0,201015.0,28716.428571428572,69256.0,6901.0,36242.0,51.42857142857143
CUST_000093,LOAN_00000093,41352,51758,90,Good,Access Bank,Ibadan,4.442335513106594,3.534679579411838,Permanent,HND/BSc,5.0,151018.0,30203.6,68137.0,12627.0,36194.2,78.0
CUST_000094,LOAN_00000094,75348,101065,365,Good,Stanbic IBTC,Ibadan,5.719559254117224,12.413298504848749,Permanent,HND/BSc,4.0,229022.0,57255.5,104584.0,23632.0,77419.25,97.5
CUST_000095,LOAN_00000095,27395,33192,90,Good,Stanbic IBTC,Port Harcourt,11.11462246780283,11.144558834584243,Permanent,Secondary,2.0,90091.0,45045.5,73801.0,16290.0,56199.5,45.0
CUST_000096,LOAN_00000096,50113,64806,30,Good,Stanbic IBTC,Ibadan,8.085629497430737,8.673653569352696,Permanent,HND/BSc,4.0,181591.0,45397.75,113872.0,20038.0,60063.0,75.0
CUST_000097,LOAN_00000097,64701,74674,60,Bad,Access Bank,Port Harcourt,6.714960174680339,13.79711538441909,Self-Employed,Secondary,1.0,22592.0,22592.0,22592.0,22592.0,26804.0,90.0
CUST_000098,LOAN_00000098,51497,67587,365,Good,Zenith Bank,Benin City,7.456171665684623,7.033915979821186,Self-Employed,HND/BSc,10.0,469444.0,46944.4,127952.0,9298.0,59268.3,123.0
CUST_000099,LOAN_00000099,213903,250050,30,Bad,Stanbic IBTC,Benin City,11.689595619931122,6.531860930774831,Contract,HND/BSc,6.0,214708.0,35784.666666666664,74375.0,9350.0,44390.333333333336,90.0
CUST_000100,LOAN_00000100,95668,127995,90,Good,UBA,Enugu,10.740991156644611,13.473555900953317,Self-Employed,HND/BSc,1.0,106153.0,106153.0,106153.0,106153.0,122461.0,30.0
CUST_000101,LOAN_00000101,70469,89601,60,Good,Fidelity Bank,Lagos,6.450838574629745,12.563851857107826,Permanent,Masters,2.0,105877.0,52938.5,61507.0,44370.0,69377.5,30.0
CUST_000102,LOAN_00000102,13558,18290,60,Good,Access Bank,Kaduna,5.05751656191136,9.179757727780135,Permanent,Masters,5.0,133751.0,26750.2,44645.0,10731.0,34699.0,90.0
CUST_000103,LOAN_00000103,81028,108501,90,Good,Access Bank,Kaduna,6.267983994796645,4.5688168734942,Contract,,1.0,5034.0,5034.0,5034.0,5034.0,5928.0,180.0
CUST_000104,LOAN_00000104,160960,203525,90,Bad,Zenith Bank,Calabar,12.286808059492603,5.58085765758063,Contract,,1.0,28283.0,28283.0,28283.0,28283.0,38939.0,30.0
CUST_000105,LOAN_00000105,34476,46117,30,Good,Access Bank,Calabar,9.2342995406478,10.87473588490568,Self-Employed,Masters,1.0,18759.0,18759.0,18759.0,18759.0,22395.0,60.0
CUST_000106,LOAN_00000106,51088,61828,60,Good,Access Bank,Kano,8.801321878703046,7.62049485408494,Contract,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST_000107,LOAN_00000107,10000,12767,60,Good,Stanbic IBTC,Jos,9.367542397232151,13.037678299991654,Self-Employed,Masters,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST_000108,LOAN_00000108,22103,26039,60,Good,Zenith Bank,Enugu,7.294254391718637,14.39946011198645,Self-Employed,Masters,1.0,18990.0,18990.0,18990.0,18990.0,23267.0,60.0
CUST_000109,LOAN_00000109,11302,14465,30,Bad,Stanbic IBTC,Kano,11.263963182875614,12.66764310329902,Temporary,Secondary,6.0,547913.0,91318.83333333333,290803.0,10866.0,115342.66666666667,95.0
CUST_000110,LOAN_00000110,65075,75098,365,Bad,Fidelity Bank,Kano,8.709576243702248,7.530545075946685,Permanent,Secondary,5.0,824002.0,164800.4,616544.0,14500.0,211517.2,48.0
CUST_000111,LOAN_00000111,53093,63291,30,Good,Union Bank,Abuja,5.05073112491916,12.46423715077709,Contract,Masters,1.0,25309.0,25309.0,25309.0,25309.0,33004.0,60.0
CUST_000112,LOAN_00000112,55014,65755,180,Good,Fidelity Bank,Abuja,5.161586123461566,7.217300081648201,Contract,HND/BSc,1.0,12287.0,12287.0,12287.0,12287.0,15663.0,90.0
CUST_000113,LOAN_00000113,42211,56703,90,Good,Union Bank,Kano,8.831732318523565,5.005201053187607,Temporary,Masters,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST_000114,LOAN_00000114,135308,175880,180,Good,Stanbic IBTC,Ibadan,12.429131962637552,3.4007184583902887,Permanent,HND/BSc,5.0,164260.0,32852.0,68916.0,12089.0,42170.6,138.0
CUST_000115,LOAN_00000115,22331,28118,30,Good,Fidelity Bank,Jos,6.775169095085788,7.628600553132241,Contract,HND/BSc,8.0,382778.0,47847.25,153304.0,9405.0,61852.125,105.0
CUST_000116,LOAN_00000116,56426,68195,365,Good,Zenith Bank,Enugu,11.825870519732964,13.842711644367382,Permanent,Masters,2.0,51214.0,25607.0,36676.0,14538.0,32615.0,120.0
CUST_000117,LOAN_00000117,96481,111224,60,Good,GTBank,Kano,10.876860279209914,5.867839053068118,Contract,PhD,7.0,208167.0,29738.14285714286,58861.0,5990.0,39339.42857142857,90.0
CUST_000118,LOAN_00000118,51869,64397,90,Good,Stanbic IBTC,Kaduna,6.230311986162162,5.478157979157408,Permanent,Secondary,3.0,236692.0,78897.33333333333,185950.0,19522.0,106114.66666666667,110.0
CUST_000119,LOAN_00000119,55679,68073,90,Good,Union Bank,Jos,4.327066734846182,14.637849422892485,Permanent,Masters,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST_000120,LOAN_00000120,30944,40089,30,Good,UBA,Abuja,4.916625386281445,3.300049354207105,Contract,Masters,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST_000121,LOAN_00000121,45799,54635,365,Good,Union Bank,Kaduna,10.556445404626963,12.429385804725053,Permanent,HND/BSc,3.0,149128.0,49709.333333333336,73276.0,25830.0,59441.666666666664,100.0
CUST_000122,LOAN_00000122,106370,142666,365,Bad,UBA,Abuja,5.79702764236582,6.856439468890445,Permanent,HND/BSc,3.0,186485.0,62161.666666666664,97469.0,37464.0,73675.66666666667,110.0
CUST_000123,LOAN_00000123,11901,15733,365,Good,Access Bank,Abuja,7.341438284548544,3.449855482435912,Permanent,Secondary,4.0,182447.0,45611.75,72180.0,14776.0,59200.5,75.0
CUST_000124,LOAN_00000124,52763,66746,60,Good,Fidelity Bank,Jos,8.515292494057825,14.013630482515005,Permanent,Secondary,4.0,117337.0,29334.25,49257.0,14125.0,36916.0,97.5
CUST_000125,LOAN_00000125,37519,47823,30,Good,UBA,Abuja,10.529213516051463,4.675707962515004,Temporary,HND/BSc,5.0,430516.0,86103.2,173548.0,23424.0,108064.0,78.0
CUST_000126,LOAN_00000126,56599,71619,90,Good,Union Bank,Benin City,5.019081009332128,9.621351404708346,Contract,Secondary,6.0,553076.0,92179.33333333333,340495.0,10723.0,120527.66666666667,110.0
CUST_000127,LOAN_00000127,247346,300553,30,Bad,Access Bank,Lagos,7.6572976474971535,6.288650489154573,Self-Employed,Secondary,6.0,203013.0,33835.5,44412.0,21182.0,42699.166666666664,130.0
CUST_000128,LOAN_00000128,41885,53207,30,Good,GTBank,Benin City,8.365656182284258,3.782313626216293,Contract,Masters,1.0,199496.0,199496.0,199496.0,199496.0,263215.0,60.0
CUST_000129,LOAN_00000129,197106,264409,60,Good,Zenith Bank,Lagos,8.867443575743856,3.599069827960549,Temporary,HND/BSc,2.0,32282.0,16141.0,22170.0,10112.0,20188.0,60.0
CUST_000130,LOAN_00000130,144386,172056,60,Good,Zenith Bank,Calabar,11.36524577255695,4.3866803860360655,Contract,HND/BSc,3.0,103326.0,34442.0,53320.0,19863.0,44001.0,60.0
CUST_000131,LOAN_00000131,61323,77092,30,Good,Zenith Bank,Calabar,5.545103755388952,3.8564041666725606,Contract,Secondary,2.0,65525.0,32762.5,45730.0,19795.0,39673.0,105.0
CUST_000132,LOAN_00000132,64195,76341,30,Good,UBA,Abuja,11.2704830664396,12.126697386239076,Contract,Masters,1.0,22334.0,22334.0,22334.0,22334.0,29828.0,90.0
CUST_000133,LOAN_00000133,69216,88585,60,Bad,GTBank,Enugu,10.23590584926987,8.82679442740115,Self-Employed,Masters,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST_000134,LOAN_00000134,30941,36314,365,Good,UBA,Enugu,9.002837327790633,7.114705096187756,Contract,HND/BSc,7.0,565152.0,80736.0,174254.0,5000.0,100536.85714285714,77.14285714285714
CUST_000135,LOAN_00000135,98861,129789,180,Bad,Fidelity Bank,Lagos,10.295750833623147,8.020426921584086,Permanent,PhD,3.0,46689.0,15563.0,26763.0,6196.0,19638.0,80.0
CUST_000136,LOAN_00000136,36674,46920,365,Good,UBA,Kaduna,7.708159650564907,14.14736082687148,Permanent,Masters,1.0,111925.0,111925.0,111925.0,111925.0,129508.0,60.0
CUST_000137,LOAN_00000137,61610,72351,90,Good,GTBank,Jos,5.245578273713122,13.929021752857766,Contract,Masters,2.0,65041.0,32520.5,46743.0,18298.0,43010.0,60.0
CUST_000138,LOAN_00000138,10334,12430,30,Good,GTBank,Abuja,9.991887162388306,11.588117761470922,Contract,Masters,1.0,10867.0,10867.0,10867.0,10867.0,12684.0,30.0
